id_barang_pemda;kode_barang;nama_barang;no_regristrasi;kode_pemilik;id_ruang_asal;nama_ruang_asal;bidang_ruang_asal;tempat_ruang_asal;id_ruang_sekarang;nama_ruang_sekarang;bidang_ruang_sekarang;tempat_ruang_sekarang;tgl_pembelian;tgl_pembukuan;merk;type;kategori;ukuran_CC;no_pabrik;no_rangka;no_bpkb;bahan;no_mesin;no_polisi;kondisi_barang;masa_manfaat;harga_awal;harga_total;keterangan;foto_barang
21010010012000655;1.3.2.10.001.002.002;Laptop;15;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-11-26;2019-11-26;;;;;;;;;;;Baik;;7400000;0.00;;
21010010012000656;1.3.2.10.001.002.002;Laptop;16;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-11-26;2019-11-26;;;;;;;;;;;Baik;;7400000;0.00;;
21010010012000657;1.3.2.10.001.002.002;Laptop;17;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-11-26;2019-11-26;;;;;;;;;;;Baik;;7400000;0.00;;
21010010012000658;1.3.2.10.001.002.002;Laptop;18;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-11-26;2019-11-26;;;;;;;;;;;Baik;;7400000;0.00;;
21010010012000659;1.3.2.10.001.002.002;Laptop;19;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-11-26;2019-11-26;;;;;;;;;;;Baik;;7400000;0.00;;
21010010012000644;1.3.2.10.002.003.003;Printer ( Peralatan Personal Komputer );31;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-12-11;2019-12-11;;;;;;;;;;;Baik;;1129000;0.00;;
21010010012000643;1.3.2.10.002.004.002;Router;5;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-12-11;2019-12-11;;;;;;;;;;;Baik;;1022500;0.00;;
21010010012000639;1.3.2.10.002.004.033;Peralatan jaringan lainnya;28;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-12-11;2019-12-11;;;;;;;;;;;Baik;;1509000;0.00;;
21010010012000640;1.3.2.10.002.004.033;Peralatan jaringan lainnya;29;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-12-11;2019-12-11;;;;;;;;;;;Baik;;1509000;0.00;;
21010010012000641;1.3.2.10.002.004.033;Peralatan jaringan lainnya;30;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-12-11;2019-12-11;;;;;;;;;;;Baik;;1680000;0.00;;
21010010012000642;1.3.2.10.002.004.033;Peralatan jaringan lainnya;31;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2019-12-11;2019-12-11;;;;;;;;;;;Baik;;1680000;0.00;;
21010010012000681;1.3.2.06.001.001.036;Microphone /Wirelles;1;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-05-19;2020-05-19;;;;;;;;;;;Baik;;5745000;0.00;;
21010010012000682;1.3.2.06.001.001.036;Microphone /Wirelles;2;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-05-19;2020-05-19;;;;;;;;;;;Baik;;5745000;0.00;;
21010010012000680;1.3.2.06.001.002.163;Camera Conference;1;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-05-19;2020-05-19;;;;;;;;;;;Baik;;4525000;0.00;;
21010010012000691;1.3.2.10.001.002.003;Lap Top;21;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-06-05;2020-06-05;;;;;;;;;;;Baik;;25600000;0.00;;
21010010012000687;1.3.2.05.002.006.014;Microphone;6;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-06-16;2020-06-16;;;;;;;;;;;Baik;;475000;0.00;;
21010010012000688;1.3.2.05.002.006.014;Microphone;7;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-06-16;2020-06-16;;;;;;;;;;;Baik;;1569000;0.00;;
21010010012000689;1.3.2.05.002.006.014;Microphone;8;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-06-16;2020-06-16;;;;;;;;;;;Baik;;1569000;0.00;;
21010010012000690;1.3.2.05.002.006.014;Microphone;9;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-06-16;2020-06-16;;;;;;;;;;;Baik;;1574000;0.00;;
21010010012000684;1.3.2.06.001.002.163;Camera Conference;2;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-06-16;2020-06-16;;;;;;;;;;;Baik;;22901000;0.00;;
21010010012000683;1.3.2.10.001.002.002;Lap Top;20;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-06-16;2020-06-16;;;;;;;;;;;Baik;;32358200;0.00;;
21010010012000686;1.3.2.10.002.002.016;Speaker Komputer;1;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-06-16;2020-06-16;;;;;;;;;;;Baik;;9035000;0.00;;
21010010012000694;1.3.2.06.001.002.015;Video Mixer;1;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-07-03;2020-07-03;;;;;;;;;;;Baik;;5940000;0.00;;
21010010012000692;1.3.2.06.001.002.074;Mixer PVC;4;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-07-03;2020-07-03;;;;;;;;;;;Baik;;2500000;0.00;;
21010010012000693;1.3.2.06.001.002.074;Mixer PVC;5;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-07-03;2020-07-03;;;;;;;;;;;Baik;;2500000;0.00;;
21010010012000697;1.3.2.10.001.002.002;Lap Top;22;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2020-11-30;2020-11-30;;;;;;;;;;;Baik;;9950000;0.00;;
21010010012000704;1.3.2.10.001.002.002;Lap Top;23;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-02-17;2021-02-17;;;;;;;;;;;Baik;;15682000;0.00;;
21010010012000705;1.3.2.10.002.001.012;Hard Disk;21;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-02-26;2021-02-26;;;;;;;;;;;Baik;;2000000;0.00;;
21010010012000706;1.3.2.10.002.001.012;Hard Disk;22;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-02-26;2021-02-26;;;;;;;;;;;Baik;;2000000;0.00;;
21010010012000738;1.3.2.05.002.004.001;Lemari Es;3;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-02-02;2021-02-02;;;;;;;;;;;Baik;;1800000;0.00;;
21010010012000742;1.3.2.05.002.006.037;Kaca Hias;3;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-02-15;2021-02-15;;;;;;;;;;;Baik;;181000;0.00;;
21010010012000720;1.3.2.05.002.001.002;Meja Kerja Kayu;1;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-04-23;2021-04-23;;;;;;;;;;;Baik;;1949000;0.00;;
21010010012000721;1.3.2.05.002.001.002;Meja Kerja Kayu;2;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-04-23;2021-04-23;;;;;;;;;;;Baik;;1949000;0.00;;
21010010012000722;1.3.2.05.002.001.002;Meja Kerja Kayu;3;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-04-23;2021-04-23;;;;;;;;;;;Baik;;1949000;0.00;;
21010010012000723;1.3.2.05.002.001.002;Meja Kerja Kayu;4;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-04-23;2021-04-23;;;;;;;;;;;Baik;;1949000;0.00;;
21010010012000724;1.3.2.05.002.001.002;Meja Kerja Kayu;5;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-04-23;2021-04-23;;;;;;;;;;;Baik;;1949000;0.00;;
21010010012000725;1.3.2.05.002.001.002;Meja Kerja Kayu;6;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-04-23;2021-04-23;;;;;;;;;;;Baik;;1949000;0.00;;
21010010012000726;1.3.2.05.002.001.002;Meja Kerja Kayu;7;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-04-23;2021-04-23;;;;;;;;;;;Baik;;1949000;0.00;;
21010010012000727;1.3.2.05.002.001.002;Meja Kerja Kayu;8;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-04-23;2021-04-23;;;;;;;;;;;Baik;;1949000;0.00;;
21010010012000719;1.3.2.10.001.002.002;Lap Top;31;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-05-03;2021-05-03;;;;;;;;;;;Baik;;22000000;0.00;;
21010010012000751;1.3.2.10.001.002.002;Lap Top;32;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2021-11-25;2021-11-25;;;;;;;;;;;Baik;;17257900;0.00;;
21010010012000756;1.3.2.10.001.002.002;Lap Top;33;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2022-01-19;2022-01-19;;;;;;;;;;;Baik;;24998300;0.00;;
21010010012000757;1.3.2.10.001.002.002;Lap Top;34;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2022-01-19;2022-01-19;;;;;;;;;;;Baik;;24998300;0.00;;
21010010012000762;1.3.2.10.001.002.002;Laptop;35;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2022-01-17;2022-01-17;;;;;;;;;;;Baik;;24998300;0.00;;
21010010012000803;1.3.2.10.002.003.003;Printer ( Peralatan Personal Komputer );39;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2022-11-09;2022-11-09;;;;;;;;;;;Baik;;4995000;0.00;;
21010010012000806;1.3.2.10.002.003.004;Scanner (Peralatan Personal Komputer);8;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2022-11-09;2022-11-09;;;;;;;;;;;Baik;;6420000;0.00;;
21010010012000808;1.3.2.06.001.002.138;Audio Converter;1;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2022-11-30;2022-11-30;;;;;;;;;;;Baik;;5550000;0.00;;
21010010012000824;1.3.2.06.001.002.133;LCD Monitor;1;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2024-03-04;2024-03-04;;;;;;;;;;;Baik;;7450000;0.00;;
21010010012000825;1.3.2.06.001.002.133;LCD Monitor;2;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2024-03-04;2024-03-04;;;;;;;;;;;Baik;;7450000;0.00;;
21010010012000826;1.3.2.06.001.002.133;LCD Monitor;3;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2024-03-04;2024-03-04;;;;;;;;;;;Baik;;7450000;0.00;;
21010010012000831;1.3.2.10.001.002.002;Laptop;42;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2024-03-26;2024-03-26;;;;;;;;;;;Baik;;23976000;0.00;;
21010010012000827;1.3.2.10.001.002.002;Laptop;39;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2024-04-01;2024-04-01;;;;;;;;;;;Baik;;28000000;0.00;;
21010010012000828;1.3.2.10.001.002.002;Laptop;40;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2024-04-01;2024-04-01;;;;;;;;;;;Baik;;28000000;0.00;;
21010010012000841;1.3.2.10.001.002.002;Laptop;43;12;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;13;12.11.09.21.01.01.01;Bidang Informatika Dan Statistik;Dinkominfotik Kab. Brebes;2024-08-14;2024-08-14;;;;;;;;;;;Baik;;27950000;0.00;;
21010010012000379;1.3.2.05.003.001.008;Meja Kerja Pegawai Non Struktural;1;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;1976-01-30;1976-01-30;;;;;;;;;;;Kurang Baik;;68750;0.00;;
21010010012000380;1.3.2.05.003.001.009;Meja Kerja Pegawai Non Struktural;2;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;1976-01-30;1976-01-30;;;;;;;;;;;Kurang Baik;;68750;0.00;;
21010010012000095;1.3.2.05.002.001.017;Meja Panjang;1;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;1979-01-30;1979-01-30;;;;;;;;;;;Kurang Baik;;200000;0.00;;
21010010012000096;1.3.2.05.002.001.017;Meja Panjang;2;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;1988-01-30;1988-01-30;;;;;;;;;;;Kurang Baik;;200000;0.00;;
21010010012000037;1.3.2.05.001.004.001;Lemari Besi/Metal;4;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2008-01-30;2008-01-30;;;;;;;;;;;Baik;;2350000;0.00;;
21010010012000050;1.3.2.05.001.004.002;Lemari Kayu;3;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2008-01-30;2008-01-30;;;;;;;;;;;Kurang Baik;;400000;0.00;;
21010010012000075;1.3.2.05.002.001.003;Kursi Besi/Metal;3;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2008-01-30;2008-01-30;;;;;;;;;;;Baik;;100000;0.00;;
21010010012000076;1.3.2.05.002.001.003;Kursi Besi/Metal;4;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2008-01-30;2008-01-30;;;;;;;;;;;Baik;;100000;0.00;;
21010010012000378;1.3.2.05.003.001.006;Meja Kerja Pejabat Eselon IV;1;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2008-01-30;2008-01-30;;;;;;;;;;;Kurang Baik;;1900000;0.00;;
21010010012000068;1.3.2.05.001.005.034;Display;1;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Baik;;3650000;0.00;;
21010010012000069;1.3.2.05.001.005.034;Display;2;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Kurang Baik;;3650000;0.00;;
`21010010012000137;1.3.2.05.002.006.004;Tape Recorder ( Alat Rumah Tangga Lainnya (home ));2;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Baik;;3430000;0.00;;
21010010012000179;1.3.2.05.002.006.020;Stabilisator;4;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Baik;;600000;0.00;;
21010010012000430;1.3.2.05.001.001.096;Peralatan Studio Audio Lainnya ( dst );1;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Baik;;345000;0.00;;
21010010012000431;1.3.2.06.001.001.096;Peralatan Studio Audio Lainnya ( dst );2;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Kurang Baik;;345000;0.00;;
21010010012000445;1.3.2.06.001.002.003;Camera Electronic;1;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Kurang Baik;;14300000;0.00;;
21010010012000457;1.3.2.06.001.002.061;Lensa Kamera;2;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Kurang Baik;;7800000;0.00;;
`21010010012000070;1.3.2.05.001.004.002;Lemari Kayu;4;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Baik;;2624000;0.00;;
`21010010012000446;1.3.2.06.001.002.003;Camera Electronic;2;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Kurang Baik;;13650000;0.00;;
21010010012000048;1.3.2.05.001.004.027;Lemari Kaca;1;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;9000000;0.00;;
21010010012000089;1.3.2.05.002.001.003;Kursi Besi/Metal;17;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;350000;0.00;;
21010010012000090;1.3.2.05.002.001.003;Kursi Besi/Metal;18;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;350000;0.00;;
21010010012000091;1.3.2.05.002.001.003;Kursi Besi/Metal;19;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;350000;0.00;;
21010010012000092;1.3.2.05.002.001.003;Kursi Besi/Metal;20;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;350000;0.00;;
